                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r23.05.1"                               "gfortran"                                 "13.1.0"                    "x86_64-linux-23.7.3"                                 "CRMATH"                               "20241208"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     135                                      629                  3.4825487233262946E+005                  4.2881082436494138E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999732649980E-001                  9.2098922630551239E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999732649980E-001                  9.2098922630551239E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.8788142522484534E+000                 -9.8999999999999986E+001                 -2.0293948446095037E+001                 -4.8788142522484534E+000                 -4.8788142524328055E+000                 -1.4250951039276888E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7380156355591878E+000                  1.7369583049323469E+000                  9.1510104221229505E-001                  3.2099255342065054E+000                  0.0000000000000000E+000                  1.4194116294335995E+001                 -5.8545869956996821E-001                  6.6430686147993683E+000                  6.0930101723424657E-001                  8.6200468245957595E-001                  1.2646474041802802E+000                  7.2399999992210895E-001                  2.6397190508676338E-001                  2.0681300164716939E-003                  5.6283165870897262E-003                  2.0681300164716939E-003                  5.6283165870897279E-003                  2.8959999999735819E+000                  1.0558876203470535E+000                                        0                                        4 
                                     140                                      629                  4.6150234658261680E+005                  4.3044212885273279E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999732649980E-001                  9.9313164828543199E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999732649980E-001                  9.9313164828543199E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.0858037006914607E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.0858037006914607E+000                 -4.0858037092571573E+000                 -1.1790825357142495E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7548359631235582E+000                  1.8727824669000814E+000                  9.4937246806742093E-001                  3.1413826824962534E+000                  0.0000000000000000E+000                  1.4566767836850254E+001                 -2.9364114626743754E-001                  6.7241936097165214E+000                  6.0929015625298888E-001                  8.6200468232345029E-001                  1.2646474046156997E+000                  7.2399999951373295E-001                  2.6397190508676338E-001                  2.0681300164716501E-003                  5.6283165870897271E-003                  2.0681300164716934E-003                  5.6283165870897262E-003                  2.8959999998309898E+000                  1.0558876203470533E+000                                        0                                        5 
                                     145                                      663                  5.5690062535097601E+005                  4.2694649789152459E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999826399988E-001                  9.9994039585139116E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999826399988E-001                  9.9994039585139116E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.3810479271617524E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.3810479271617528E+000                 -3.3810481916947346E+000                 -9.5963525427640572E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7803852277327157E+000                  1.9886430304674800E+000                  9.5620422063280530E-001                  3.1277191773654849E+000                  0.0000000000000000E+000                  1.4901949943339433E+001                 -3.5492296678922654E-002                  6.8013435638221011E+000                  6.0928244671949161E-001                  8.6200468172342426E-001                  1.2646474065349815E+000                  7.2399999771365653E-001                  2.6397190508676777E-001                  2.0681300164654896E-003                  5.6283165870897271E-003                  2.0681300164716934E-003                  5.6283165870897262E-003                  2.8959999991842875E+000                  1.0558876203470537E+000                                        0                                        7 
                                     150                                      698                  6.3363254411825922E+005                  3.8818183235756827E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999995685775012E-001                  9.9999987221147291E-001                  9.9999999962337505E-001                  9.9999999295071884E-001                  9.9999995685775012E-001                  9.9999987221147291E-001                  9.9999999962337505E-001                  9.9999999295071884E-001                 -2.7832234032104464E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.7832234032104464E+000                 -2.7832282463352853E+000                 -7.7358844722892872E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8294394146157655E+000                  2.0983043061292665E+000                  9.1292648469759885E-001                  3.2142746492358976E+000                  0.0000000000000000E+000                  1.5191989488487309E+001                  1.8530285676756136E-001                  6.8706045056101539E+000                  6.0927717619671329E-001                  8.6200467971675110E-001                  1.2646474129535881E+000                  7.2399999169375662E-001                  2.6397190508694557E-001                  2.0681300160990206E-003                  5.6283165870897739E-003                  2.0681300164716939E-003                  5.6283165870897279E-003                  2.8959999969687651E+000                  1.0558876203470706E+000                                        1                                        6 
                                     155                                      725                  6.8942275025305082E+005                  4.1731546227014196E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999997209212532E-001                  9.9999992012483885E-001                  9.9999999993587507E-001                  9.9999999781896276E-001                  9.9999997209212532E-001                  9.9999992012483885E-001                  9.9999999993587507E-001                  9.9999999781896276E-001                 -2.3242857663680141E+000                 -9.8999999999999986E+001                 -1.7760769744174890E+001                 -2.3242857663680141E+000                 -2.3243305923373314E+000                 -6.3105628009344503E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8722683732275143E+000                  2.1887094098772919E+000                  8.7247111934811372E-001                  3.2951853799348680E+000                  0.0000000000000000E+000                  1.5417905106012620E+001                  3.5555652757530687E-001                  6.9262244013097245E+000                  6.0927388706908858E-001                  8.6200467513477730E-001                  1.2646474276085324E+000                  7.2399997795015480E-001                  2.6397190509009472E-001                  2.0681300071761590E-003                  5.6283165870913716E-003                  2.0681300164716939E-003                  5.6283165870897271E-003                  2.8959999917969723E+000                  1.0558876203473904E+000                                        1                                        5 
                                     160                                      727                  7.5316201037603384E+005                  4.0782797987291692E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998498274933E-001                  9.9999995944721309E-001                  1.0000000000000000E+000                  9.9999999912839121E-001                  9.9999998498274933E-001                  9.9999995944721309E-001                  1.0000000000000000E+000                  9.9999999912839121E-001                 -1.7710924259717811E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7710924259717811E+000                 -1.7717364689641206E+000                 -4.6002838598233620E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9261511191685656E+000                  2.2971853164480311E+000                  8.1894358075138229E-001                  3.4022404571283307E+000                  0.0000000000000000E+000                  1.5693190513134656E+001                  5.6075467988309857E-001                  6.9961894120598709E+000                  6.0927073485630234E-001                  8.6200465837106355E-001                  1.2646474811885835E+000                  7.2399992774560962E-001                  2.6397190519383235E-001                  2.0681295905127049E-003                  5.6283165871977387E-003                  2.0681300164716934E-003                  5.6283165870897271E-003                  2.8959999723621248E+000                  1.0558876203583663E+000                                        1                                        4 
                                     165                                      751                  8.0988505804104323E+005                  4.0413548112087012E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999232650050E-001                  9.9999997866002244E-001                  9.9999999980149978E-001                  9.9999999956163765E-001                  9.9999999232650050E-001                  9.9999997866002244E-001                  9.9999999980149978E-001                  9.9999999956163765E-001                 -1.2507100129881108E+000                 -5.2478729656936821E+001                 -1.6556649761518965E+001                 -1.2507100129881106E+000                 -1.2579670742204201E+000                 -3.0313570146795130E+000                 -5.2478729656936821E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9780494910246174E+000                  2.3928553710590377E+000                  7.6298186434478099E-001                  3.5141638899415333E+000                  0.0000000000000000E+000                  1.5951885831941096E+001                  7.5167934394775870E-001                  7.0637799866428912E+000                  6.0926851376305846E-001                  8.6200460909481691E-001                  1.2646476377993627E+000                  7.2399978234381046E-001                  2.6397190771368134E-001                  2.0681155860200499E-003                  5.6283165868011862E-003                  2.0681300164716939E-003                  5.6283165870897271E-003                  2.8959999145070729E+000                  1.0558876206356351E+000                                        1                                        4 
                                     170                                      754                  8.6319267781685828E+005                  4.0209491885304729E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999595931299E-001                  9.9999998898311182E-001                  9.9999999989485933E-001                  9.9999999978563892E-001                  9.9999999595931299E-001                  9.9999998898311182E-001                  9.9999999989485933E-001                  9.9999999978563892E-001                 -6.7981771265711488E-001                 -4.8560994273191376E+001                 -1.6556649761518965E+001                 -6.7981771265711477E-001                 -7.4266931089920241E-001                 -1.5503325652884667E+000                 -4.8560994273191376E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0289838253053016E+000                  2.4749683301617216E+000                  7.0216967533475394E-001                  3.6357882679615878E+000                  0.0000000000000000E+000                  1.6202229138168374E+001                  9.3479242481757741E-001                  7.1307746298107766E+000                  6.0926692745158761E-001                  8.6200443915669911E-001                  1.2646481600873765E+000                  7.2399933224398594E-001                  2.6397196095510939E-001                  2.0677184443727175E-003                  5.6283165656442783E-003                  2.0681300164716939E-003                  5.6283165870897271E-003                  2.8959997416667909E+000                  1.0558876267200974E+000                                        1                                        3 
                                     175                                      778                  9.1991753671342600E+005                  4.1227636823398033E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999808821938E-001                  9.9999999459878874E-001                  9.9999999995345346E-001                  9.9999999990455435E-001                  9.9999999808821938E-001                  9.9999999459878874E-001                  9.9999999995345346E-001                  9.9999999990455435E-001                  2.6747745451972460E-001                 -4.4524968405241523E+001                 -9.8999999999999986E+001                  2.6747745451972460E-001                 -4.6818551391760055E-002                 -2.0679773633929300E-002                 -4.4524968405241523E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0831564811722725E+000                  2.5463867117640859E+000                  6.2953355440199343E-001                  3.7810605098271086E+000                  0.0000000000000000E+000                  1.6466774306492539E+001                  1.1264116840557470E+000                  7.2033786088325744E+000                  6.0926673554863653E-001                  8.6200281961427472E-001                  1.2646528151314964E+000                  7.2399627005742029E-001                  2.6397327488793709E-001                  2.0540436986109180E-003                  5.6283151599768044E-003                  2.0681300164716939E-003                  5.6283165870897271E-003                  2.8959989937547865E+000                  1.0558877905698385E+000                                        1                                        5 
                                     180                                      817                  9.8052322522297630E+005                  4.1405973194157255E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999917415661E-001                  9.9999999760671632E-001                  9.9999999998107048E-001                  9.9999999996676825E-001                  9.9999999917415661E-001                  9.9999999760671632E-001                  9.9999999998107048E-001                  9.9999999996676825E-001                  1.5472902357808254E+000                 -4.0406325375687608E+001                 -9.8999999999999986E+001                  1.5472902357808254E+000                  8.2896411478495446E-001                  1.4550873985067658E+000                 -4.0406325375687608E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  6.8921981349157562E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1360898332729388E+000                  2.5949081068171704E+000                  5.4792754772720487E-001                  3.9442725231766858E+000                  0.0000000000000000E+000                  1.6718702288113786E+001                  1.2936811821653724E+000                  7.2873397104273181E+000                  6.0930441828679827E-001                  8.6196270716298662E-001                  1.2647751840073136E+000                  7.2392105578336774E-001                  2.6398815696453348E-001                  1.6017766425741311E-003                  5.6282050828308844E-003                  2.0681300164716934E-003                  5.6283165870897262E-003                  2.8959900422855154E+000                  1.0558906844836775E+000                                        1                                        5 
                                     185                                      854                  1.0706112607646182E+006                  4.3859835876040103E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  5.5310247303651050E-001                  1.3515354425134340E-001                  7.8128215024245162E-008                  9.9999999964388286E-001                  9.9999999898187197E-001                  1.3515354425134340E-001                  7.8128215024245162E-008                  9.9999999964388286E-001                  9.9999999898187197E-001                  2.3143056643195306E+000                 -3.6955874339733903E+001                 -9.8999999999999986E+001                  2.3143056643195306E+000                  1.1816881649976256E+000                  2.2810640895645466E+000                 -3.6955874339733903E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4924254744505975E+032                  1.6513210022801366E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1713717928360667E+000                  2.5368279942623335E+000                  4.4832357232353109E-001                  4.1434804739840327E+000                  0.0000000000000000E+000                  1.6857702335792187E+001                  1.3547958965117179E+000                  7.3616911419351867E+000                  6.0641002683567535E-001                  8.6187223314164962E-001                  1.2650571749576343E+000                  7.2374259141160324E-001                  2.6400697745261625E-001                  5.9850241074581930E-004                  5.6272652783315299E-003                  2.0681300164716939E-003                  5.6283165870897271E-003                  2.8958459234685976E+000                  1.0559107613662377E+000                                        1                                        4 
                                     190                                      879                  1.2767196479891713E+006                  4.7401903989758845E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  4.7382588964450972E-001                  1.1771296155809402E-001                  7.8128214968734011E-008                  9.9999999984017185E-001                  9.9999999955106011E-001                  1.1771296155809402E-001                  7.8128214968734011E-008                  9.9999999984017185E-001                  9.9999999955106011E-001                  2.3837427183491848E+000                 -3.4307663258456827E+001                 -1.2944289813551190E+001                  2.3837427183491848E+000                  1.3797171315459142E+000                  2.3384302205353613E+000                 -3.4307663258456827E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3893876351192882E+032                  2.6571613623384574E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2001027824154740E+000                  2.4652595810731062E+000                  3.5507738657010274E-001                  4.3299728454908895E+000                  0.0000000000000000E+000                  1.7051981801879055E+001                  1.4925285442737815E+000                  7.4171100489068200E+000                  6.0544466305980105E-001                  8.6161226759379228E-001                  1.2657164915284478E+000                  7.2322414636122923E-001                  2.6443964953640153E-001                  2.4830295202541646E-005                  5.5842179451685769E-003                  2.0681300164716934E-003                  5.6283165870897262E-003                  2.8954287577486513E+000                  1.0561600175869279E+000                                        1                                        5 
                                     191                                      881                  1.3426934700858498E+006                  4.8193716450235096E+000                  4.0000000000000000E+000                  3.3900565901688630E+001                 -9.8999999999999986E+001                  5.8483002373489068E-001                  1.4478624864009249E-001                  7.8128214802200557E-008                  9.9999999985521104E-001                  9.9999999959400931E-001                  1.4478624864009249E-001                  7.8128214802200557E-008                  9.9999999985521104E-001                  9.9999999959400931E-001                  2.4145917570267628E+000                 -3.4148656794459136E+001                 -9.8999999999999986E+001                  2.4145917570267628E+000                  1.3833914944345789E+000                  2.3721665488126740E+000                 -3.4148656794459136E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7961535421295752E+032                  2.6674183645485859E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1991789178387213E+000                  2.4421611566025878E+000                  3.4537590348834818E-001                  4.3493758116543990E+000                  0.0000000000000000E+000                  1.7053905809760000E+001                  1.4908037683445101E+000                  7.4206879222764792E+000                  6.0552710268294330E-001                  8.6152207964626304E-001                  1.2659322911568660E+000                  7.2304376869752640E-001                  2.6462243228778476E-001                  2.5107735798592460E-005                  5.5653047170577570E-003                  2.0681300164716939E-003                  5.6283165870897271E-003                  2.8952519130349246E+000                  1.0563118092514099E+000                                        1                                        5 
